"","dbn","location_category_description","longitude","latitude","school_name","total_enrollment","n_female","p_female","n_male","p_male","n_asian","p_asian","n_black","p_black","n_hispanic","p_hispanic","n_multi_racial","p_multi_racial","n_native_american","p_native_american","n_white","p_white","n_missing_race_ethnicity_data","p_missing_race_ethnicity_data","n_students_with_disabilities","p_students_with_disabilities","n_english_language_learners","p_english_language_learners","n_poverty","p_poverty","economic_need_index","row_id"
"1109","29Q156","Elementary",-73.743327,40.672259,"P.S. 156 Laurelton",197,87,44.2,110,55.8,5,2.5,168,85.3,16,8.1,3,1.5,2,1,3,1.5,0,0,30,15.2,17,8.6,"129",65.5,61.2,1109
"1110","28Q157","Junior High-Intermediate-Middle",-73.852879,40.732348,"J.H.S. 157 Stephen A. Halsey",1687,842,49.9,845,50.1,406,24.1,136,8.1,393,23.3,55,3.3,12,0.7,685,40.6,0,0,240,14.2,135,8,"918",54.4,50.4,1110
"1111","26Q158","Junior High-Intermediate-Middle",-73.771878,40.756562,"M.S. 158 Marie Curie",1065,514,48.3,551,51.7,684,64.2,37,3.5,160,15,27,2.5,6,0.6,150,14.1,1,0.1,142,13.3,62,5.8,"671",63,45.9,1111
"1112","26Q159","Elementary",-73.783973,40.770108,"P.S. 159",660,322,48.8,338,51.2,406,61.5,8,1.2,92,13.9,10,1.5,3,0.5,141,21.4,0,0,93,14.1,117,17.7,"335",50.8,45.4,1112
"1113","28Q160","Elementary",-73.799685,40.688373,"P.S. 160 Walter Francis Bishop",600,292,48.7,308,51.3,83,13.8,259,43.2,150,25,15,2.5,83,13.8,10,1.7,0,0,111,18.5,63,10.5,"504",84,79.5,1113
"1114","28Q161","Elementary",-73.82108,40.690439,"P.S. 161 Arthur Ashe School",592,298,50.3,294,49.7,419,70.8,25,4.2,72,12.2,7,1.2,52,8.8,17,2.9,0,0,83,14,56,9.5,"505",85.3,72.3,1114
"1115","26Q162","Elementary",-73.776576,40.748405,"P.S. 162 John Golden",649,305,47,344,53,475,73.2,11,1.7,63,9.7,15,2.3,3,0.5,82,12.6,0,0,104,16,161,24.8,"384",59.2,49.4,1115
"1116","25Q163","Elementary",-73.808765,40.741107,"P.S. 163 Flushing Heights",807,369,45.7,438,54.3,652,80.8,11,1.4,120,14.9,12,1.5,2,0.2,10,1.2,0,0,105,13,308,38.2,"648",80.3,69.7,1116
"1117","25Q164","K-8",-73.823569,40.721514,"P.S. 164 Queens Valley",668,343,51.3,325,48.7,222,33.2,26,3.9,163,24.4,7,1,4,0.6,246,36.8,0,0,118,17.7,57,8.5,"478",71.6,58.8,1117
"1118","25Q165","Elementary",-73.816966,40.729746,"P.S. 165 Edith K. Bergtraum",712,355,49.9,357,50.1,356,50,90,12.6,168,23.6,10,1.4,5,0.7,82,11.5,1,0.1,190,26.7,93,13.1,"484",68,63.3,1118
"1119","30Q166","Elementary",-73.926249,40.757497,"P.S. 166 Henry Gradstein",947,478,50.5,469,49.5,206,21.8,32,3.4,400,42.2,34,3.6,11,1.2,264,27.9,0,0,120,12.7,135,14.3,"579",61.1,60.2,1119
"1120","28Q167","Secondary School",-73.855543,40.708431,"Metropolitan Expeditionary Learning School",824,390,47.3,434,52.7,161,19.5,130,15.8,333,40.4,21,2.5,39,4.7,134,16.3,6,0.7,165,20,21,2.5,"557",67.6,54.2,1120
"1121","25Q169","Elementary",-73.77843,40.782331,"P.S. 169 Bay Terrace",385,198,51.4,187,48.6,142,36.9,19,4.9,98,25.5,13,3.4,1,0.3,112,29.1,0,0,69,17.9,31,8.1,"138",35.8,34.3,1121
"1122","84Q170","Elementary",-73.752565,40.600659,"Peninsula Preparatory Academy Charter School",371,216,58.2,155,41.8,9,2.4,232,62.5,110,29.6,4,1.1,0,0,16,4.3,0,0,46,12.4,34,9.2,"276",74.4,78.3,1122
"1123","30Q171","Elementary",-73.929093,40.770926,"P.S. 171 Peter G. Van Alst",430,215,50,215,50,66,15.3,120,27.9,207,48.1,3,0.7,5,1.2,29,6.7,0,0,126,29.3,79,18.4,"400",93,90.9,1123
"1124","26Q172","Junior High-Intermediate-Middle",-73.713245,40.741409,"Irwin Altman Middle School 172",1009,496,49.2,513,50.8,642,63.6,85,8.4,153,15.2,13,1.3,17,1.7,99,9.8,0,0,167,16.6,67,6.6,"603",59.8,51.1,1124
"1125","26Q173","Elementary",-73.795651,40.734097,"P.S. 173 Fresh Meadows",956,455,47.6,501,52.4,580,60.7,17,1.8,105,11,14,1.5,4,0.4,236,24.7,0,0,156,16.3,88,9.2,"542",56.7,51.7,1125
"1126","28Q174","Elementary",-73.861462,40.720583,"P.S. 174 William Sidney Mount",661,322,48.7,339,51.3,243,36.8,20,3,165,25,34,5.1,4,0.6,195,29.5,0,0,74,11.2,77,11.6,"226",34.2,36.4,1126
"1127","28Q175","Elementary",-73.85221,40.731016,"P.S. 175 The Lynn Gross Discovery School",808,380,47,428,53,205,25.4,6,0.7,103,12.7,26,3.2,1,0.1,467,57.8,0,0,125,15.5,67,8.3,"455",56.3,53,1127
"1128","29Q176","Elementary",-73.729226,40.684987,"P.S. 176 Cambria Heights",723,372,51.5,351,48.5,27,3.7,552,76.3,29,4,8,1.1,100,13.8,7,1,0,0,95,13.1,4,0.6,"454",62.8,43.7,1128
"1129","75Q177","K-12 all grades",-73.787419,40.7434,"P.S. Q177",490,112,22.9,378,77.1,115,23.5,151,30.8,105,21.4,2,0.4,10,2,107,21.8,0,0,490,100,127,25.9,"404",82.4,84,1129
"1130","26Q178","K-8",-73.777314,40.724061,"P.S./ IS 178 Holliswood",571,292,51.1,279,48.9,86,15.1,33,5.8,56,9.8,7,1.2,8,1.4,381,66.7,0,0,91,15.9,36,6.3,"238",41.7,37.3,1130
"1131","29Q181","Elementary",-73.752948,40.655674,"P.S. 181 Brookfield",322,155,48.1,167,51.9,13,4,240,74.5,48,14.9,10,3.1,8,2.5,3,0.9,0,0,89,27.6,14,4.3,"231",71.7,67.5,1131
"1132","28Q182","Elementary",-73.803183,40.70675,"P.S. 182 Samantha Smith",679,331,48.7,348,51.3,187,27.5,74,10.9,388,57.1,6,0.9,12,1.8,12,1.8,0,0,129,19,256,37.7,"Above 95%",95,84.9,1132
"1133","27Q183","K-8",-73.805866,40.58922,"P.S. 183 Dr. Richard R. Green",461,200,43.4,261,56.6,16,3.5,271,58.8,132,28.6,4,0.9,9,2,29,6.3,0,0,175,38,31,6.7,"425",92.2,90.9,1133
"1134","25Q184","Elementary",-73.799158,40.778334,"P.S. 184 Flushing Manor",529,268,50.7,261,49.3,247,46.7,1,0.2,71,13.4,6,1.1,2,0.4,202,38.2,0,0,86,16.3,60,11.3,"254",48,42.8,1134
"1135","25Q185","Junior High-Intermediate-Middle",-73.818607,40.774906,"J.H.S. 185 Edward Bleeker",1471,665,45.2,806,54.8,884,60.1,27,1.8,421,28.6,11,0.7,1,0.1,126,8.6,1,0.1,221,15,190,12.9,"1,088",74,66.8,1135
"1136","26Q186","Elementary",-73.721594,40.749556,"P.S. 186 Castlewood",372,150,40.3,222,59.7,140,37.6,44,11.8,74,19.9,5,1.3,7,1.9,102,27.4,0,0,112,30.1,13,3.5,"142",38.2,35.6,1136
"1137","26Q188","Elementary",-73.753985,40.736063,"P.S. 188 Kingsbury",712,338,47.5,374,52.5,458,64.3,5,0.7,47,6.6,20,2.8,2,0.3,180,25.3,0,0,65,9.1,33,4.6,"200",28.1,24.1,1137
"1138","25Q189","Junior High-Intermediate-Middle",-73.818399,40.759963,"J.H.S. 189 Daniel Carter Beard",735,365,49.7,370,50.3,463,63,23,3.1,233,31.7,2,0.3,1,0.1,13,1.8,0,0,137,18.6,162,22,"629",85.6,81.8,1138
"1139","28Q190","Junior High-Intermediate-Middle",-73.8517,40.723478,"J.H.S. 190 Russell Sage",1126,557,49.5,569,50.5,382,33.9,84,7.5,305,27.1,37,3.3,12,1.1,304,27,2,0.2,148,13.1,108,9.6,"507",45,44.2,1139
"1140","26Q191","Elementary",-73.708617,40.734266,"P.S. 191 Mayflower",385,195,50.6,190,49.4,282,73.2,15,3.9,49,12.7,10,2.6,3,0.8,26,6.8,0,0,61,15.8,36,9.4,"255",66.2,56.3,1140
"1141","29Q192","Junior High-Intermediate-Middle",-73.752885,40.705989,"I.S. 192 The Linden",469,223,47.5,246,52.5,24,5.1,360,76.8,56,11.9,5,1.1,21,4.5,2,0.4,1,0.2,111,23.7,33,7,"347",74,67.4,1141
"1142","25Q193","Elementary",-73.808987,40.792053,"P.S. 193 Alfred J. Kennedy",571,284,49.7,287,50.3,101,17.7,2,0.4,127,22.2,7,1.2,2,0.4,332,58.1,0,0,96,16.8,44,7.7,"205",35.9,27.3,1142
"1143","25Q194","Junior High-Intermediate-Middle",-73.80699,40.783231,"J.H.S. 194 William Carr",1289,596,46.2,693,53.8,591,45.8,13,1,331,25.7,9,0.7,6,0.5,337,26.1,2,0.2,188,14.6,117,9.1,"750",58.2,51.8,1143
"1144","29Q195","Elementary",-73.735618,40.652641,"P.S. 195 William Haberle",468,232,49.6,236,50.4,13,2.8,412,88,37,7.9,2,0.4,2,0.4,2,0.4,0,0,73,15.6,15,3.2,"376",80.3,62.4,1144
"1145","28Q196","Elementary",-73.837379,40.722792,"P.S. 196 Grand Central Parkway",1063,543,51.1,520,48.9,411,38.7,18,1.7,120,11.3,69,6.5,3,0.3,441,41.5,1,0.1,142,13.4,58,5.5,"263",24.7,22.7,1145
"1146","27Q197","Elementary",-73.744128,40.599664,"P.S. 197 The Ocean School",519,225,43.4,294,56.6,6,1.2,229,44.1,259,49.9,2,0.4,8,1.5,15,2.9,0,0,108,20.8,93,17.9,"458",88.2,85.8,1146
"1147","24Q199","Elementary",-73.926081,40.739831,"P.S. 199 Maurice A. Fitzgerald",688,331,48.1,357,51.9,212,30.8,39,5.7,373,54.2,3,0.4,7,1,54,7.8,0,0,129,18.8,219,31.8,"514",74.7,79.1,1147
"1148","25Q200","K-8",-73.805759,40.73107,"P.S./M.S. 200 - The Magnet School of Global Studie",548,264,48.2,284,51.8,73,13.3,111,20.3,285,52,10,1.8,8,1.5,61,11.1,0,0,116,21.2,28,5.1,"395",72.1,57.8,1148
"1149","25Q201","Elementary",-73.813011,40.736541,"P.S. 201 The Discovery School for Inquiry and Rese",464,208,44.8,256,55.2,63,13.6,182,39.2,192,41.4,8,1.7,6,1.3,13,2.8,0,0,112,24.1,34,7.3,"366",78.9,81.7,1149
"1150","27Q202","Junior High-Intermediate-Middle",-73.845992,40.670905,"J.H.S. 202 Robert H. Goddard",1098,549,50,549,50,376,34.2,90,8.2,508,46.3,8,0.7,46,4.2,69,6.3,1,0.1,173,15.8,71,6.5,"829",75.5,71.5,1150
"1151","26Q203","Elementary",-73.759822,40.753606,"P.S. 203 Oakland Gardens",858,404,47.1,454,52.9,650,75.8,20,2.3,83,9.7,13,1.5,0,0,92,10.7,0,0,98,11.4,120,14,"375",43.7,36.4,1151
"1152","30Q204","Junior High-Intermediate-Middle",-73.932628,40.756471,"I.S. 204 Oliver W. Holmes",445,210,47.2,235,52.8,73,16.4,86,19.3,246,55.3,1,0.2,4,0.9,35,7.9,0,0,125,28.1,66,14.8,"397",89.2,89.5,1152
"1153","26Q205","Elementary",-73.756374,40.738008,"P.S. 205 Alexander Graham Bell",304,148,48.7,156,51.3,135,44.4,10,3.3,63,20.7,19,6.3,4,1.3,73,24,0,0,48,15.8,18,5.9,"91",29.9,27.7,1153
"1154","28Q206","Elementary",-73.861004,40.73404,"P.S. 206 The Horace Harding School",571,280,49,291,51,154,27,57,10,162,28.4,17,3,4,0.7,177,31,0,0,72,12.6,137,24,"418",73.2,69.8,1154
"1155","28Q206","Elementary",-73.861004,40.73404,"P.S. 206 The Horace Harding School",571,280,49,291,51,154,27,57,10,162,28.4,17,3,4,0.7,177,31,0,0,72,12.6,137,24,"418",73.2,69.8,1155
"1156","27Q207","K-8",-73.843881,40.657736,"P.S. 207 Rockwood Park",685,340,49.6,345,50.4,32,4.7,13,1.9,144,21,6,0.9,3,0.4,487,71.1,0,0,133,19.4,8,1.2,"201",29.3,20.4,1156
